"","G2.P2.G2P4R6.brain","H2.P2.G1P3P5.brain","B3.P2.O2P4P5.brain","C3.P2.O1R4G5.brain","E3.P2.G2R4P6.brain","G3.P2.G2G4R5.brain","H3.P2.O3O4R6.brain","C4.P2.R1G2R5.brain","D4.P2.O1P2R4.brain","E4.P2.R2R5G6.brain","H4.P2.G2G3O4.brain","A5.P2.R3O5G6.brain","B5.P2.G2P3O6.brain","C5.P2.G3O4G6.brain","G5.P2.R1G3O5.brain","H5.P2.O1R2G6.brain","A6.P2.G1G2G6.brain","D6.P2.G3P4O5.brain","F6.P2.O2O3G6.brain","G6.P2.R1R4R6.brain","C7.P2.G2O3O4.brain","E7.P2.O1G2P3.brain","F7.P2.P3O5R6.brain","G7.P2.O1P5R6.brain","H7.P2.O2P3O6.brain","B8.P2.P3R4G6.brain","D8.P2.R3P5G6.brain","A9.P2.P1G4G5.brain","B9.P2.O2R5R6.brain","E9.P2.G4G5R6.brain","H9.P2.R1O2P4.brain","B10.P2.G1O5P6.brain","C10.P2.R2O3O5.brain","D10.P2.R3O5O6.brain","F10.P2.R2P5P6.brain","G10.P2.R1O2P6.brain","B11.P2.G1R2P5.brain","C11.P2.P2G3P6.brain","D11.P2.G1R4P6.brain","F11.P2.G1O3R6.brain","G11.P2.R1P2O5.brain","H11.P2.P3O5O6.brain","A12.P2.R3R5R6.brain","D12.P2.R3G5O6.brain","G12.P2.P3O4R6.brain"
"LOC105922548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922550",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922556",0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922560",0,0,131,0,1,1,6,0,0,0,0,0,0,0,0,3,0,0,0,0,7,1,150,0,0,0,0,3,0,33,0,4,0,186,0,0,0,0,71,0,2,0,0,0,0
"LOC105922561",0,0,0,0,0,37,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,148,0,0,0,0,0,0,0,0,46,0,0,0
"LOC105922564",21,0,0,0,20,0,0,0,33,0,0,0,107,0,1,0,0,92,0,0,0,63,0,0,0,0,0,0,14,0,0,1,0,0,224,101,38,0,6,0,1,70,0,80,0
"LOC105922567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,1
"LOC105922568",19,0,0,0,0,0,0,1,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,1,2,0,0,91,0,0,0,0,0,1,0,0,0,1,0,0,0,8
"LOC105922569",0,0,68,0,0,1,0,0,1,0,0,178,0,0,0,17,0,21,0,0,0,0,1,0,55,0,0,0,0,0,1,1,0,0,0,1,7,1,1,0,0,0,1,0,99
"LOC105922570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922571",0,1,0,173,11,0,0,0,0,0,0,154,0,2,28,141,0,0,0,83,0,0,2,0,177,1,58,20,0,10,0,196,0,0,0,1,33,0,0,0,0,1,0,1,0
"LOC105922573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LOC105922584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922587",18,0,0,0,1,0,0,14,0,0,0,1,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922590",0,0,0,0,0,0,0,0,1,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,2,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
"LOC105922607",7,43,2,1,0,0,109,2,9,1,0,0,357,0,0,148,99,5,0,1,0,128,73,0,0,0,107,0,20,0,1,2,27,2,11,0,0,104,24,21,1,1,1,11,6
"LOC105922610",173,0,1,0,0,1,42,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,14,37,0,0,197,0,0,0,0,0,0,0,0,164,0,0,0,13,0,0,0
"LOC105922611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922631",0,0,0,0,0,0,17,0,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,69,0,1,0,0,0,0,0,0,0,0,0,0,128,1,0,1,1,104,0
"LOC105922633",149,4,138,2,128,106,25,112,19,309,90,285,14,1,29,310,1,5,300,158,98,90,35,0,7,64,1,169,1,231,9,7,0,186,59,90,0,57,12,106,990,3,429,140,175
"LOC105922636",0,0,0,0,0,3,72,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,137,0,0,0,0,0,0,0,19,1,0,0,1,0,1,0,2,0,2,0,0,0,0
"LOC105922638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC105922640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,38,0,0,0,0,1,0,0,0,0,0,0,0
"LOC105922649",99,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0
"LOC105922654",0,0,0,0,0,0,0,0,1,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922658",0,4,0,0,0,0,0,0,0,159,0,0,0,1,0,0,0,0,6,0,0,1,0,1,0,24,0,7,1,0,0,0,0,0,0,0,0,1,205,0,0,0,0,0,0
"LOC105922661",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"LOC105922665",0,0,1,0,0,0,78,1,1,76,0,0,0,0,0,0,0,103,1,162,0,99,1,0,0,283,1,0,0,38,12,136,1,0,0,1,0,0,175,0,1,64,0,53,0
"LOC105922675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922680",31,2,316,245,256,22,73,1,58,116,1,80,133,438,8,83,220,332,90,262,125,372,2,131,232,1,285,208,8,1,158,212,68,3,70,199,397,392,3,1,283,4,69,85,9
"LOC105922684",0,0,0,0,1,1,0,0,228,246,0,2,0,57,0,0,0,1,0,0,0,1,0,0,121,0,0,1,0,0,1,1,0,4,0,0,1,1,0,2,0,0,1,0,1
"LOC105922685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922687",0,0,1,0,0,8,0,1,217,0,0,0,0,226,66,0,1,1,0,0,28,1,1,1,0,0,12,46,0,0,0,1,0,1,1,0,0,3,1,0,1,0,0,0,34
"LOC105922688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922691",136,13,1,1,0,68,0,241,25,2,0,1,16,1,105,0,1,21,44,262,125,7,4,95,1,9,17,0,43,0,1,237,30,2,0,0,1,80,79,0,92,5,38,1,159
"LOC105922701",0,11,0,0,0,41,332,1,0,0,0,9,0,0,0,213,0,0,0,82,13,0,0,0,0,0,0,432,0,0,111,0,1,0,323,1,0,92,0,0,0,1,89,0,0
"LOC105922710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922711",0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,13,0,0,0,0
"LOC105922717",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922722",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
"LOC105922726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922730",47,168,7,1,65,0,226,27,128,145,92,22,17,22,0,170,61,0,288,19,44,1,93,0,229,94,79,316,5,95,0,32,31,121,0,0,38,2,202,1,224,213,10,73,18
"LOC105922733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922734",0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"LOC105922738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,2,0,1,0
"LOC105922752",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
"LOC105922753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"LOC105922765",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LOC105922767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922772",0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,27,0,0,2,0,0,0,0,0,1,52,1,10,38,0,0,0,21,2,412,5,0,0,0,0,0,7
"LOC105922773",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,38,53,0,14
"LOC105922774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922782",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"LOC105922785",47,3,167,268,0,0,48,71,137,13,0,1,9,1,1,36,17,1,0,0,0,0,80,0,0,1,0,248,48,206,157,9,31,1,0,19,0,60,0,163,94,11,308,63,12
"LOC105922786",51,359,228,1,148,102,98,0,2,2,209,11,1,34,9,1,2,244,125,1,141,0,10,133,1,1,95,67,362,0,14,269,105,11,1,6,25,0,0,20,83,1,138,633,116
"LOC105922790",0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,33,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0
"LOC105922793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922801",0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922807",0,0,42,0,0,0,0,0,0,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"LOC105922819",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922821",193,130,200,1,315,1,161,90,9,2,320,27,699,7,91,149,52,202,4,112,45,1,169,1,445,176,198,3,506,1,250,94,0,3,128,72,162,248,31,62,166,339,242,292,2
"LOC105922822",0,1,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LOC105922825",55,0,0,0,103,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
"LOC105922826",29,1,1,2,2,13,134,87,2,181,1,79,107,2,1,1,184,2,0,0,1,12,47,2,220,233,1,20,651,73,0,55,93,29,259,3,1,306,117,20,12,127,2,3,188
"LOC105922827",0,1,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922834",0,0,0,0,184,0,117,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"LOC105922835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922838",131,47,10,250,344,66,7,9,18,8,27,9,104,122,17,125,29,227,33,1,63,297,133,220,333,2,76,59,9,4,7,141,108,375,213,350,183,7,254,77,515,22,11,30,217
"LOC105922839",0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922843",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922844",0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"LOC105922846",0,0,0,0,0,0,10,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922847",89,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,3,0,0,18,0,0,2,0,1,0,0,0,0,0,62,69,0,1,0,0,0,1,92,125,0,4,0,0
"LOC105922848",158,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,7,0,0,52,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"LOC105922852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922855",21,6,337,0,0,52,90,46,96,3,11,2,1,373,43,59,0,0,68,0,17,0,0,0,43,225,70,87,187,3,0,182,44,0,557,0,14,1,0,32,1,3,131,0,40
"LOC105922856",0,9,80,0,0,2,0,0,0,1,6,1,1,1,1,4,57,0,0,1,3,0,0,0,1,2,0,138,0,20,545,1,0,1,115,12,0,0,1,0,0,8,25,0,0
"LOC105922859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"LOC105922863",1,0,80,81,0,0,0,0,1,0,0,0,1,19,0,33,0,0,0,0,44,10,0,12,0,1,0,0,1,0,0,46,13,73,0,0,2,0,59,0,32,0,0,0,0
"LOC105922864",6,1,2,37,13,0,226,1,16,127,77,0,242,82,0,11,283,0,14,1,0,276,45,0,127,0,2,2,45,0,0,99,0,0,2,244,46,221,9,3,25,52,60,2,4
"LOC105922868",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"LOC105922871",0,0,0,2,22,0,0,0,0,0,1,0,144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,92,0,0,0,0
"LOC105922873",0,25,0,12,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,321,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,30,0,0,2
"LOC105922875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922876",0,0,0,2,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,1,0,1,1,1,0,2,1,0,0,3,0,4,0,0,0,0,1,0,0,13,0
"LOC105922878",0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922879",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"LOC105922887",0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,43,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"LOC105922889",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"LOC105922892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922893",0,0,0,0,0,0,0,66,0,19,0,0,0,1,0,12,0,1,1,0,0,64,0,28,0,0,1,0,0,0,0,3,0,0,47,83,112,0,0,0,144,1,0,0,0
"LOC105922895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922897",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922900",0,21,0,0,7,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922902",0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,56,9,0,0,1,0,0,0,0,0,2,31,0,0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"LOC105922905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105922913",9,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,3,1,0,1,0,0,0,1,1,10,0,0,0,1,1,0,68,1,0,3,0
"LOC105922918",745,91,0,17,2,0,282,2,44,186,304,2,182,0,94,0,50,1,0,0,233,144,44,6,268,6,90,0,3,1,87,4,267,50,250,75,1,110,269,167,27,183,267,38,5
"LOC105922919",0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
